time,iteration,total_steps,reward_mean,reward_std,reward_max,reward_min,alpha,sub_dims,pop_size
2.1457672119140625e-06,0,0,-16.377564567535195,15.138525158320007,26.80688155818959,-24.878921853805036,1.0,1,80
16.111631393432617,1,80000,36.51270386967026,11.218090746012916,59.92092255856341,17.944132947389303,1.0,1,80
47.58664274215698,2,160000,16.536750669668898,12.22543602808296,37.901312384963376,-4.781302446139319,1.0,1,80
94.23948097229004,3,240000,12.03764693984245,16.452873157241186,31.485647613223787,-18.48973113456028,1.0,1,80
155.41298389434814,4,320000,21.951405395798226,12.354278487343251,34.72990829255471,-8.81872473219545,1.0,1,80
231.67935967445374,5,400000,21.23588633097141,13.188831805164222,39.734235307731616,2.7050542950262724,1.0,1,80
324.0771188735962,6,480000,32.12607652161597,11.476301955367477,45.59599143554152,11.95989090550802,1.0,1,80
430.93288254737854,7,560000,41.684764900849686,9.29513489752354,54.28410875145917,26.174449072506526,0.0,1,80
542.5025033950806,8,580000,68.22293882816768,7.782786902833538,77.19877391217534,55.72563630621119,0.0,1,20
658.9208438396454,9,600000,83.07915579462056,6.968921277209388,94.61284810152576,73.45887422044684,0.0,1,20
780.2259590625763,10,620000,110.71319382990262,7.567217426105082,118.02013120776948,99.63773695174173,0.0,1,20
906.3857254981995,11,640000,134.35558276090111,6.75939229844676,142.00509824069698,121.40063185132058,0.0,1,20
1037.0802223682404,12,660000,185.48701477011937,4.040918382831159,192.37430737778308,179.46519867702094,0.052429554736058134,1,20
1173.3047506809235,13,680000,255.5927478752551,5.478564763980252,262.4368310324766,244.64418256334713,0.12360678552293032,1,20
